Time,UF유입압력_PT001,UF유입압력_PT007,UF유입압력_PT002,UF유입압력_PT005,UF압력_UF-TMP,UF유입압력_PT003,UF유입압력_PT004,UF유입압력_PT006,UF처리탁도_TUB001,UF농축유량_FIT001,UF처리유량_FIT002,UF유입온도_TIT001,UF유입온도_TIT002,UF유입온도_TIT003,전기전도도_EC001,UFpH_pH001,UF히터_EH001,UF레귤레이터_REG001,UF레귤레이터_REG002,UF펌프_P001,UF펌프_P002,UF펌프_P003,UF펌프_P004,UF펌프_P005,XV001,XV002,XV003,XV004,XV005,XV006,XV007,XV008,XV009,XV010,XV011,XV012
10/27/2025 9:16,1.4141,1.2544,0.0413,1.1725,1.252,1.4141,1.2544,1.1725,1.6,23.9465,2.2759,48.0875,48.0875,48.0875,23.9465,2.2759,,,,45.8116,21.6706,22.3465,22.6921,22.5324,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 9:21,1.4184,1.2681,0.0425,1.115,1.2242,1.4184,1.2681,1.115,1.6,23.9041,2.2957,48.375,48.375,48.375,23.9041,2.2957,,,,46.0793,21.6084,22.3041,22.636,22.4857,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 9:26,1.4172,1.2766,0.0413,1.125,1.2298,1.4172,1.2766,1.125,1.625,23.8956,2.2994,48.3,48.3,48.3,23.8956,2.2994,,,,46.0006,21.5962,22.2706,22.619,22.4784,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 9:31,1.4203,1.2772,0.0438,1.1138,1.22325,1.4203,1.2772,1.1138,1.6,23.9041,2.3066,48.4438,48.4438,48.4438,23.9041,2.3066,,,,46.1372,21.5975,22.3041,22.6269,22.4838,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 9:36,1.4178,1.2797,0.0413,1.1113,1.22325,1.4178,1.2797,1.1113,1.625,23.8899,2.2957,48.375,48.375,48.375,23.8899,2.2957,,,,46.0793,21.5942,22.2649,22.6102,22.4721,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 9:41,1.4144,1.2837,0.0425,1.1513,1.24035,1.4144,1.2837,1.1513,1.65,23.8871,2.2921,48.3875,48.3875,48.3875,23.8871,2.2921,,,,46.0954,21.595,22.2371,22.6034,22.4727,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 9:46,1.4134,1.2825,0.0462,1.16,1.2405,1.4134,1.2825,1.16,1.6,23.8617,2.2885,48.2188,48.2188,48.2188,23.8617,2.2885,,,,45.9303,21.5732,22.2617,22.5792,22.4483,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 9:51,1.4116,1.2825,0.0425,1.1325,1.22955,1.4116,1.2825,1.1325,1.6,23.8786,2.2759,48.2125,48.2125,48.2125,23.8786,2.2759,,,,45.9366,21.6027,22.2786,22.5961,22.467,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 9:56,1.4166,1.2853,0.04,1.1513,1.24395,1.4166,1.2853,1.1513,1.6,23.8843,2.2759,48.3188,48.3188,48.3188,23.8843,2.2759,,,,46.0429,21.6084,22.2843,22.599,22.4677,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:01,1.4113,1.2816,0.0413,1.1287,1.2287,1.4113,1.2816,1.1287,1.65,23.8871,2.2723,48.2938,48.2938,48.2938,23.8871,2.2723,,,,46.0215,21.6148,22.2371,22.6055,22.4758,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:06,1.4172,1.2844,0.0425,1.1375,1.23485,1.4172,1.2844,1.1375,1.6,23.8871,2.2813,48.4188,48.4188,48.4188,23.8871,2.2813,,,,46.1375,21.6058,22.2871,22.6027,22.4699,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:11,1.4153,1.2831,0.0375,1.1125,1.2264,1.4153,1.2831,1.1125,1.625,23.8701,2.2687,48.2313,48.2313,48.2313,23.8701,2.2687,,,,45.9626,21.6014,22.2451,22.587,22.4548,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:16,1.4087,1.2816,0.0425,1.12,1.22185,1.4087,1.2816,1.12,1.6,23.8871,2.2723,48.4063,48.4063,48.4063,23.8871,2.2723,,,,46.134,21.6148,22.2871,22.6055,22.4784,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:21,1.4203,1.285,0.04,1.1213,1.2308,1.4203,1.285,1.1213,1.625,23.8532,2.2723,48.4688,48.4688,48.4688,23.8532,2.2723,,,,46.1965,21.5809,22.2282,22.5682,22.4329,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:26,1.4069,1.2834,0.04,1.145,1.23595,1.4069,1.2834,1.145,1.625,23.8673,2.2705,48.2375,48.2375,48.2375,23.8673,2.2705,,,,45.967,21.5968,22.2423,22.5839,22.4604,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:31,1.4119,1.2825,0.04,1.09,1.21095,1.4119,1.2825,1.09,1.65,23.8645,2.2668,48.3375,48.3375,48.3375,23.8645,2.2668,,,,46.0707,21.5977,22.2145,22.582,22.4526,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:36,1.4087,1.285,0.0375,1.0938,1.21375,1.4087,1.285,1.0938,1.625,23.8532,2.2723,48.2188,48.2188,48.2188,23.8532,2.2723,,,,45.9465,21.5809,22.2282,22.5682,22.4445,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:41,1.4097,1.2831,0.0375,1.1387,1.2367,1.4097,1.2831,1.1387,1.625,23.8617,2.2687,48,48,48,23.8617,2.2687,,,,45.7313,21.593,22.2367,22.5786,22.452,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:46,1.4103,1.2834,0.04,1.0925,1.2114,1.4103,1.2834,1.0925,1.6,23.8843,2.2795,48.3063,48.3063,48.3063,23.8843,2.2795,,,,46.0268,21.6048,22.2843,22.6009,22.474,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:51,1.4097,1.2825,0.0413,1.135,1.23105,1.4097,1.2825,1.135,1.6,23.8786,2.2705,48.2688,48.2688,48.2688,23.8786,2.2705,,,,45.9983,21.6081,22.2786,22.5961,22.4689,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 10:56,1.4131,1.2831,0.035,1.175,1.25905,1.4131,1.2831,1.175,1.675,23.873,2.265,48.2063,48.2063,48.2063,23.873,2.265,,,,45.9413,21.608,22.198,22.5899,22.4599,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:01,1.4128,1.2856,0.0362,1.135,1.2377,1.4128,1.2856,1.135,1.6,23.8419,2.2687,48.2875,48.2875,48.2875,23.8419,2.2687,,,,46.0188,21.5732,22.2419,22.5563,22.4291,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:06,1.4078,1.2841,0.04,1.125,1.2264,1.4078,1.2841,1.125,1.675,23.8447,2.2687,48.1938,48.1938,48.1938,23.8447,2.2687,,,,45.9251,21.576,22.1697,22.5606,22.4369,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:11,1.4084,1.2831,0.04,1.1275,1.22795,1.4084,1.2831,1.1275,1.675,23.8532,2.2705,48.3,48.3,48.3,23.8532,2.2705,,,,46.0295,21.5827,22.1782,22.5701,22.4448,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:16,1.4053,1.2825,0,1.1263,1.2658,1.4053,1.2825,1.1263,1.75,23.8673,2.2994,48.0313,48.0313,48.0313,23.8673,2.2994,,,,45.7319,21.5679,22.1173,22.5848,22.462,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:21,1.4125,1.2822,0,1.1413,1.2769,1.4125,1.2822,1.1413,1.675,23.856,2.2957,48.0813,48.0813,48.0813,23.856,2.2957,,,,45.7856,21.5603,22.181,22.5738,22.4435,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:26,1.405,1.2831,0,1.1413,1.27315,1.405,1.2831,1.1413,1.675,23.856,2.2939,48.1188,48.1188,48.1188,23.856,2.2939,,,,45.8249,21.5621,22.181,22.5729,22.451,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:31,1.4031,1.285,0,1.12,1.26155,1.4031,1.285,1.12,1.725,23.8588,2.2903,48.1313,48.1313,48.1313,23.8588,2.2903,,,,45.841,21.5685,22.1338,22.5738,22.4557,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:36,1.4122,1.2856,0,1.1113,1.26175,1.4122,1.2856,1.1113,1.675,23.8673,2.3012,48.2125,48.2125,48.2125,23.8673,2.3012,,,,45.9113,21.5661,22.1923,22.5817,22.4551,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:41,1.4113,1.2837,0,1.1513,1.2813,1.4113,1.2837,1.1513,1.75,23.856,2.2849,48.025,48.025,48.025,23.856,2.2849,,,,45.7401,21.5711,22.106,22.5723,22.4447,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:46,1.4131,1.2831,0,1.1463,1.2797,1.4131,1.2831,1.1463,1.75,23.8532,2.2849,48.1688,48.1688,48.1688,23.8532,2.2849,,,,45.8839,21.5683,22.1032,22.5701,22.4401,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:51,1.4084,1.2816,0,1.1188,1.2636,1.4084,1.2816,1.1188,1.725,23.8701,2.2903,47.9438,47.9438,47.9438,23.8701,2.2903,,,,45.6535,21.5798,22.1451,22.5885,22.4617,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 11:56,1.4019,1.2863,0,1.1213,1.2616,1.4019,1.2863,1.1213,1.675,23.8673,2.2903,48.1625,48.1625,48.1625,23.8673,2.2903,,,,45.8722,21.577,22.1923,22.581,22.4654,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:01,1.4078,1.2837,0,1.1138,1.2608,1.4078,1.2837,1.1138,1.725,23.8503,2.2921,48.2188,48.2188,48.2188,23.8503,2.2921,,,,45.9267,21.5582,22.1253,22.5666,22.4425,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:06,1.4094,1.2828,0,1.1,1.2547,1.4094,1.2828,1.1,1.725,23.8588,2.2903,48.0813,48.0813,48.0813,23.8588,2.2903,,,,45.791,21.5685,22.1338,22.576,22.4494,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:11,1.4059,1.2872,0,1.1313,1.2686,1.4059,1.2872,1.1313,1.675,23.8701,2.2939,48.2063,48.2063,48.2063,23.8701,2.2939,,,,45.9124,21.5762,22.1951,22.5829,22.4642,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:16,1.4069,1.2841,0,1.1075,1.2572,1.4069,1.2841,1.1075,1.725,23.8956,2.2885,48.0313,48.0313,48.0313,23.8956,2.2885,,,,45.7428,21.6071,22.1706,22.6115,22.4887,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:21,1.4038,1.2841,0,1.1275,1.26565,1.4038,1.2841,1.1275,1.725,23.8532,2.2885,48.2,48.2,48.2,23.8532,2.2885,,,,45.9115,21.5647,22.1282,22.5691,22.4494,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:26,1.4094,1.2844,0,1.155,1.2822,1.4094,1.2844,1.155,1.675,23.8588,2.2975,48.05,48.05,48.05,23.8588,2.2975,,,,45.7525,21.5613,22.1838,22.5744,22.4494,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:31,1.4056,1.2888,0,1.1188,1.2622,1.4056,1.2888,1.1188,1.675,23.856,2.2939,48.0938,48.0938,48.0938,23.856,2.2939,,,,45.7999,21.5621,22.181,22.5672,22.4504,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:36,1.4056,1.2831,0,1.1113,1.25845,1.4056,1.2831,1.1113,1.775,23.8786,2.2975,48.0313,48.0313,48.0313,23.8786,2.2975,,,,45.7338,21.5811,22.1036,22.5955,22.473,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:41,1.4013,1.2834,0,1.135,1.26815,1.4013,1.2834,1.135,1.85,23.839,2.2994,47.9125,47.9125,47.9125,23.839,2.2994,,,,45.6131,21.5396,21.989,22.5556,22.4377,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:46,1.4031,1.285,0,1.1575,1.2803,1.4031,1.285,1.1575,1.8,23.8617,2.2957,48.175,48.175,48.175,23.8617,2.2957,,,,45.8793,21.566,22.0617,22.5767,22.4586,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:51,1.4066,1.2869,0,1.1413,1.27395,1.4066,1.2869,1.1413,1.8,23.8645,2.2994,48.0813,48.0813,48.0813,23.8645,2.2994,,,,45.7819,21.5651,22.0645,22.5776,22.4579,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 12:56,1.4084,1.2859,0,1.1613,1.28485,1.4084,1.2859,1.1613,1.8,23.8701,2.2994,47.85,47.85,47.85,23.8701,2.2994,,,,45.5506,21.5707,22.0701,22.5842,22.4617,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:01,1.41,1.2881,0,1.1425,1.27625,1.41,1.2881,1.1425,1.775,23.8758,2.3012,48.025,48.025,48.025,23.8758,2.3012,,,,45.7238,21.5746,22.1008,22.5877,22.4658,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:06,1.4094,1.2872,0,1.1475,1.27845,1.4094,1.2872,1.1475,1.775,23.9182,2.2921,48.1,48.1,48.1,23.9182,2.2921,,,,45.8079,21.6261,22.1432,22.631,22.5088,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:11,1.4094,1.2863,0,1.1063,1.25785,1.4094,1.2863,1.1063,1.775,23.8814,2.2994,48.1063,48.1063,48.1063,23.8814,2.2994,,,,45.8069,21.582,22.1064,22.5951,22.472,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:16,1.4091,1.2841,0,1.1125,1.2608,1.4091,1.2841,1.1125,1.775,23.8956,2.3012,48.3188,48.3188,48.3188,23.8956,2.3012,,,,46.0176,21.5944,22.1206,22.6115,22.4865,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:21,1.405,1.2866,0,1.0962,1.2506,1.405,1.2866,1.0962,1.775,23.873,2.3048,48.2813,48.2813,48.2813,23.873,2.3048,,,,45.9765,21.5682,22.098,22.5864,22.468,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:26,1.4075,1.2853,0,1.145,1.27625,1.4075,1.2853,1.145,1.775,23.873,2.2994,48.025,48.025,48.025,23.873,2.2994,,,,45.7256,21.5736,22.098,22.5877,22.4655,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:31,1.4063,1.2872,0,1.1425,1.2744,1.4063,1.2872,1.1425,1.8,23.8843,2.2975,48.0125,48.0125,48.0125,23.8843,2.2975,,,,45.715,21.5868,22.0843,22.5971,22.478,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:36,1.4081,1.2888,0,1.12,1.26405,1.4081,1.2888,1.12,1.775,23.8701,2.3084,48.0625,48.0625,48.0625,23.8701,2.3084,,,,45.7541,21.5617,22.0951,22.5813,22.462,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:41,1.4119,1.2853,0,1.1025,1.2572,1.4119,1.2853,1.1025,1.85,23.873,2.3048,48.2625,48.2625,48.2625,23.873,2.3048,,,,45.9577,21.5682,22.023,22.5877,22.4611,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:46,1.4063,1.2891,0,1.1538,1.28005,1.4063,1.2891,1.1538,1.85,23.8645,2.3084,48.0875,48.0875,48.0875,23.8645,2.3084,,,,45.7791,21.5561,22.0145,22.5754,22.4582,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:51,1.4141,1.2884,0,1.1275,1.2708,1.4141,1.2884,1.1275,1.8,23.8899,2.3066,48.2,48.2,48.2,23.8899,2.3066,,,,45.8934,21.5833,22.0899,22.6015,22.4758,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 13:56,1.4113,1.2881,0,1.1113,1.2613,1.4113,1.2881,1.1113,1.775,23.8758,2.303,48.0438,48.0438,48.0438,23.8758,2.303,,,,45.7408,21.5728,22.1008,22.5877,22.4645,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:01,1.4078,1.2869,0,1.1188,1.2633,1.4078,1.2869,1.1188,1.85,23.8927,2.3048,48.075,48.075,48.075,23.8927,2.3048,,,,45.7702,21.5879,22.0427,22.6058,22.4849,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:06,1.4034,1.2878,0,1.105,1.2542,1.4034,1.2878,1.105,1.85,23.9041,2.3084,47.9313,47.9313,47.9313,23.9041,2.3084,,,,45.6229,21.5957,22.0541,22.6163,22.5007,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:11,1.4094,1.2881,0,1.1375,1.27345,1.4094,1.2881,1.1375,1.775,23.8927,2.3048,48.2125,48.2125,48.2125,23.8927,2.3048,,,,45.9077,21.5879,22.1177,22.6046,22.4833,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:16,1.4138,1.2872,0,1.105,1.2594,1.4138,1.2872,1.105,1.85,23.8786,2.3066,48.025,48.025,48.025,23.8786,2.3066,,,,45.7184,21.572,22.0286,22.5914,22.4648,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:21,1.4056,1.2875,0,1.1275,1.26655,1.4056,1.2875,1.1275,1.85,23.8899,2.3138,48.2,48.2,48.2,23.8899,2.3138,,,,45.8862,21.5761,22.0399,22.6024,22.4843,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:26,1.4103,1.2863,0,1.1487,1.2795,1.4103,1.2863,1.1487,1.85,23.873,2.3066,48.1063,48.1063,48.1063,23.873,2.3066,,,,45.7997,21.5664,22.023,22.5867,22.4627,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:31,1.4063,1.2847,0,1.1313,1.2688,1.4063,1.2847,1.1313,1.775,23.8899,2.312,48.3563,48.3563,48.3563,23.8899,2.312,,,,46.0443,21.5779,22.1149,22.6052,22.4836,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:36,1.4078,1.2866,0,1.125,1.2664,1.4078,1.2866,1.125,1.85,23.8673,2.312,48.1938,48.1938,48.1938,23.8673,2.312,,,,45.8818,21.5553,22.0173,22.5807,22.4595,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:41,1.4097,1.2875,0,1.1375,1.2736,1.4097,1.2875,1.1375,1.85,23.8843,2.3102,48.3125,48.3125,48.3125,23.8843,2.3102,,,,46.0023,21.5741,22.0343,22.5968,22.4746,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:46,1.4069,1.2869,0,1.085,1.24595,1.4069,1.2869,1.085,1.8,23.8814,2.312,48.0063,48.0063,48.0063,23.8814,2.312,,,,45.6943,21.5694,22.0814,22.5945,22.4745,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:51,1.4128,1.2875,0,1.1713,1.29205,1.4128,1.2875,1.1713,1.85,23.873,2.3192,48.1313,48.1313,48.1313,23.873,2.3192,,,,45.8121,21.5538,22.023,22.5855,22.4602,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 14:56,1.4078,1.2878,0,1.1325,1.27015,1.4078,1.2878,1.1325,1.8,23.8899,2.3156,48.1375,48.1375,48.1375,23.8899,2.3156,,,,45.8219,21.5743,22.0899,22.6021,22.4821,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:01,1.4059,1.2881,0,1.1425,1.2742,1.4059,1.2881,1.1425,1.775,23.8956,2.3084,48.2563,48.2563,48.2563,23.8956,2.3084,,,,45.9479,21.5872,22.1206,22.6075,22.4897,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:06,1.4103,1.2872,0,1.1287,1.2695,1.4103,1.2872,1.1287,1.85,23.8475,2.2975,48.0438,48.0438,48.0438,23.8475,2.2975,,,,45.7463,21.55,21.9975,22.5603,22.4372,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:11,1.4034,1.2863,0,1.1413,1.27235,1.4034,1.2863,1.1413,1.8,23.8588,2.3138,48.15,48.15,48.15,23.8588,2.3138,,,,45.8362,21.545,22.0588,22.5725,22.4554,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:16,1.4109,1.2891,0,1.1425,1.2767,1.4109,1.2891,1.1425,1.8,23.8475,2.3066,48.175,48.175,48.175,23.8475,2.3066,,,,45.8684,21.5409,22.0475,22.5584,22.4366,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:21,1.4091,1.2869,0,1.1088,1.25895,1.4091,1.2869,1.1088,1.775,23.8899,2.3066,47.9125,47.9125,47.9125,23.8899,2.3066,,,,45.6059,21.5833,22.1149,22.603,22.4808,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:26,1.4091,1.2859,0,1.1213,1.2652,1.4091,1.2859,1.1213,1.775,23.8956,2.3102,48.025,48.025,48.025,23.8956,2.3102,,,,45.7148,21.5854,22.1206,22.6097,22.4865,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:31,1.4128,1.2875,0,1.1513,1.28205,1.4128,1.2875,1.1513,1.8,23.8673,2.312,48.0313,48.0313,48.0313,23.8673,2.312,,,,45.7193,21.5553,22.0673,22.5798,22.4545,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:36,1.4081,1.2872,0,1.1425,1.2753,1.4081,1.2872,1.1425,1.85,23.8588,2.3066,47.9625,47.9625,47.9625,23.8588,2.3066,,,,45.6559,21.5522,22.0088,22.5716,22.4507,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:41,1.4022,1.2859,0,1.1125,1.25735,1.4022,1.2859,1.1125,1.8,23.8758,2.312,48.2938,48.2938,48.2938,23.8758,2.312,,,,45.9818,21.5638,22.0758,22.5899,22.4736,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:46,1.4047,1.2881,0,1.1375,1.2711,1.4047,1.2881,1.1375,1.775,23.8814,2.3084,47.975,47.975,47.975,23.8814,2.3084,,,,45.6666,21.573,22.1064,22.5933,22.4767,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:51,1.4025,1.2894,0,1.1338,1.26815,1.4025,1.2894,1.1338,1.8,23.873,2.3156,48.0438,48.0438,48.0438,23.873,2.3156,,,,45.7282,21.5574,22.073,22.5836,22.4705,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 15:56,1.4038,1.2875,0,1.17,1.2869,1.4038,1.2875,1.17,1.8,23.8645,2.3048,48.1063,48.1063,48.1063,23.8645,2.3048,,,,45.8015,21.5597,22.0645,22.577,22.4607,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:01,1.4128,1.2863,0,1.115,1.2639,1.4128,1.2863,1.115,1.775,23.8475,2.3066,47.9688,47.9688,47.9688,23.8475,2.3066,,,,45.6622,21.5409,22.0725,22.5612,22.4347,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:06,1.4047,1.2863,0,1.1263,1.2655,1.4047,1.2863,1.1263,1.8,23.8617,2.3102,47.9875,47.9875,47.9875,23.8617,2.3102,,,,45.6773,21.5515,22.0617,22.5754,22.457,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:11,1.4087,1.2859,0,1.1387,1.2737,1.4087,1.2859,1.1387,1.775,23.8588,2.3192,48.0563,48.0563,48.0563,23.8588,2.3192,,,,45.7371,21.5396,22.0838,22.5729,22.4501,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:16,1.4078,1.2891,0,1.1413,1.27455,1.4078,1.2891,1.1413,1.8,23.8645,2.312,47.9438,47.9438,47.9438,23.8645,2.312,,,,45.6318,21.5525,22.0645,22.5754,22.4567,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:21,1.4084,1.2866,0,1.14,1.2742,1.4084,1.2866,1.14,1.775,23.8843,2.3138,47.875,47.875,47.875,23.8843,2.3138,,,,45.5612,21.5705,22.1093,22.5977,22.4759,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:26,1.405,1.2869,0,1.1138,1.2594,1.405,1.2869,1.1138,1.85,23.8758,2.3048,47.9438,47.9438,47.9438,23.8758,2.3048,,,,45.639,21.571,22.0258,22.5889,22.4708,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:31,1.4041,1.2869,0,1.0962,1.25015,1.4041,1.2869,1.0962,1.8,23.8899,2.3012,48.1313,48.1313,48.1313,23.8899,2.3012,,,,45.8301,21.5887,22.0899,22.603,22.4858,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:36,1.4119,1.2863,0,1.115,1.26345,1.4119,1.2863,1.115,1.775,23.8701,2.312,48.1563,48.1563,48.1563,23.8701,2.312,,,,45.8443,21.5581,22.0951,22.5838,22.4582,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:41,1.4063,1.2863,0,1.125,1.26565,1.4063,1.2863,1.125,1.85,23.8786,2.3174,48.2375,48.2375,48.2375,23.8786,2.3174,,,,45.9201,21.5612,22.0286,22.5923,22.4723,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:46,1.415,1.2872,0,1.1213,1.26815,1.415,1.2872,1.1213,1.775,23.8447,2.3156,47.9563,47.9563,47.9563,23.8447,2.3156,,,,45.6407,21.5291,22.0697,22.5575,22.4297,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:51,1.4084,1.2869,0,1.1125,1.26045,1.4084,1.2869,1.1125,1.775,23.8617,2.3102,48.0813,48.0813,48.0813,23.8617,2.3102,,,,45.7711,21.5515,22.0867,22.5748,22.4533,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 16:56,1.4066,1.2869,0,1.1375,1.27205,1.4066,1.2869,1.1375,1.775,23.8503,2.3066,48.0688,48.0688,48.0688,23.8503,2.3066,,,,45.7622,21.5437,22.0753,22.5634,22.4437,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 17:01,1.4063,1.2881,0,1.145,1.27565,1.4063,1.2881,1.145,1.775,23.8814,2.3138,48.05,48.05,48.05,23.8814,2.3138,,,,45.7362,21.5676,22.1064,22.5933,22.4751,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 17:06,1.4103,1.2866,0,1.12,1.26515,1.4103,1.2866,1.12,1.85,23.8871,2.3102,48.0375,48.0375,48.0375,23.8871,2.3102,,,,45.7273,21.5769,22.0371,22.6005,22.4768,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 17:11,1.4072,1.2872,0,1.1325,1.26985,1.4072,1.2872,1.1325,1.775,23.8419,2.3102,48.1313,48.1313,48.1313,23.8419,2.3102,,,,45.8211,21.5317,22.0669,22.5547,22.4347,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 17:16,1.4059,1.2859,0,1.1075,1.2567,1.4059,1.2859,1.1075,1.8,23.8843,2.3066,48.3313,48.3313,48.3313,23.8843,2.3066,,,,46.0247,21.5777,22.0843,22.5984,22.4784,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 17:21,1.4087,1.2859,0,1.115,1.26185,1.4087,1.2859,1.115,1.775,23.8871,2.312,48.1188,48.1188,48.1188,23.8871,2.312,,,,45.8068,21.5751,22.1121,22.6012,22.4784,1,1,1,0,1,1,0,1,1,1,1,1
10/27/2025 17:26,1.4091,1.2875,0,1.1387,1.2739,1.4091,1.2875,1.1387,1.8,23.8899,2.3138,47.8375,47.8375,47.8375,23.8899,2.3138,,,,45.5237,21.5761,22.0899,22.6024,22.4808,1,1,1,0,1,1,0,1,1,1,1,1
